throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,hit_rate,req_per_s,pd,conc,policy,sla_pass
3121.0582398701813,2.094937179487374,7.470999230768939,9.855582820513064,10.529914999999919,0.12472538995368226,2.14598271066744,3:15,48,rr,False
3310.7756183910615,1.1044102564103468,3.1349269230769323,5.141262051282297,10.526764999999937,0.23671722587430796,2.2764289192700367,3:15,48,ll,True
3465.2620208628346,0.037743589743627126,1.697376666666628,3.6079089743589066,10.529529999999932,0.764250569872183,2.3826509514328924,3:15,48,kv-nvda,True
3465.2620208628346,0.037743589743627126,1.697376666666628,3.6079089743589066,10.529529999999932,0.764250569872183,2.3826509514328924,3:15,48,kv-t-c0.5,True
3472.128022844489,0.03774358974357028,1.6468051282051874,3.827801025640156,10.526694999999942,0.7754926094041632,2.3873718891442794,3:15,48,kv-t-c0.6,True
3464.315229359219,0.03774358974357028,1.6738461538461706,3.799399230768813,10.52648499999994,0.7749666086506471,2.381999954866596,3:15,48,kv-t-c0.7,True
3465.535002581396,0.03692307692313079,1.5261538461538748,3.4734302564104382,10.528409999999926,0.7807017283631701,2.3828386486827795,3:15,48,kv-t-c0.8,True
3465.9874086248165,0.03692307692313079,1.6205128205127721,3.3863194871792075,10.528059999999948,0.7832196859832552,2.3831497148253398,3:15,48,kv-t-c0.9,True
3473.62938930096,0.03692307692313079,1.6205128205127721,4.550578205127522,10.525539999999948,0.7849001499957897,2.3884042013314746,3:15,48,kv-t-c1.0,True
3472.128022844489,0.03774358974357028,1.6468051282051874,3.827801025640156,10.526694999999942,0.7754926094041632,2.3873718891442794,3:15,48,kv-s1.5-c0.8,True
3472.504581034728,0.03692307692313079,1.654153846153804,4.128907948718279,10.526239999999927,0.7844120304245226,2.3876308036866263,3:15,48,kv-s3.0-c0.8,True
3563.499793057265,15.025768205128031,26.712500256409726,31.502953846154014,10.750485000000282,0.12472538995368226,2.4501974515175893,3:15,96,rr,False
3981.0537280681538,9.357657435897181,15.867059487179517,19.01016205128178,10.748595000000261,0.2411616469916522,2.737299920115482,3:15,96,ll,False
5057.327677644669,0.054153846153838,5.848438974358487,13.259062820512781,10.750170000000228,0.7444973589285376,3.4773262542056242,3:15,96,kv-nvda,False
5057.327677644669,0.054153846153838,5.848438974358487,13.259062820512781,10.750170000000228,0.7444973589285376,3.4773262542056242,3:15,96,kv-t-c0.5,False
5061.108147778453,0.048410256410249985,7.4233243589742415,13.337664358974507,10.751675000000276,0.7609197642329985,3.479925636505402,3:15,96,kv-t-c0.6,False
5065.600598905605,0.04758974358975365,5.034398974358851,13.409006410256438,10.749575000000261,0.7632490005415183,3.483014563948098,3:15,96,kv-t-c0.7,False
5063.65947238166,0.04512820512820781,6.552154871794869,11.15155589743597,10.75269000000027,0.7750553784090497,3.481679880760713,3:15,96,kv-t-c0.8,False
5073.888026385148,0.04512820512820781,4.957426666666606,12.148715641025547,10.751080000000249,0.7762762478369503,3.48871284790186,3:15,96,kv-t-c0.9,True
5072.190031123054,0.04430769230771148,5.54557333333355,12.07050974358981,10.749155000000261,0.7809714606367736,3.487545337334867,3:15,96,kv-t-c1.0,False
5061.108147778453,0.048410256410249985,7.4233243589742415,13.337664358974507,10.751675000000276,0.7609197642329985,3.479925636505402,3:15,96,kv-s1.5-c0.8,False
