throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,hit_rate,req_per_s,pd,conc,policy,sla_pass
493.3016531209355,0.005000000000109139,0.01974754558159475,0.08572230014033266,15.8165,0.9706762350332887,0.3913289059282221,1:5,8,rr,True
493.3016531209355,0.005000000000109139,0.01974754558159475,0.08572230014033266,15.8165,0.9706762350332887,0.3913289059282221,1:5,8,ll,True
493.3016531209355,0.005000000000109139,0.01974754558159475,0.08572230014033266,15.8165,0.9706762350332887,0.3913289059282221,1:5,8,kv-nvda,True
493.3016531209355,0.005000000000109139,0.01974754558159475,0.08572230014033266,15.8165,0.9706762350332887,0.3913289059282221,1:5,8,kv-t-c0.7,True
493.3016531209355,0.005000000000109139,0.01974754558159475,0.08572230014033266,15.8165,0.9706762350332887,0.3913289059282221,1:5,8,kv-t-c0.85,True
493.3016531209355,0.005000000000109139,0.01974754558159475,0.08572230014033266,15.8165,0.9706762350332887,0.3913289059282221,1:5,8,kv-t-c1.0,True
886.9820196027528,0.005000000000109139,0.021183730715392812,0.09873772791024749,16.94,0.9706762350332887,0.7036297184758395,1:5,16,rr,True
886.9820196027528,0.005000000000109139,0.021183730715392812,0.09873772791024749,16.94,0.9706762350332887,0.7036297184758395,1:5,16,ll,True
886.9820196027528,0.005000000000109139,0.021183730715392812,0.09873772791024749,16.94,0.9706762350332887,0.7036297184758395,1:5,16,kv-nvda,True
886.9820196027528,0.005000000000109139,0.021183730715392812,0.09873772791024749,16.94,0.9706762350332887,0.7036297184758395,1:5,16,kv-t-c0.7,True
886.9820196027528,0.005000000000109139,0.021183730715392812,0.09873772791024749,16.94,0.9706762350332887,0.7036297184758395,1:5,16,kv-t-c0.85,True
886.9820196027528,0.005000000000109139,0.021183730715392812,0.09873772791024749,16.94,0.9706762350332887,0.7036297184758395,1:5,16,kv-t-c1.0,True
1202.7163949934768,0.005000000000109139,0.020645161290303804,0.08572230014033266,18.131,0.9706762350332887,0.9540971290427612,1:5,24,rr,True
1202.7163949934768,0.005000000000109139,0.020645161290303804,0.08572230014033266,18.131,0.9706762350332887,0.9540971290427612,1:5,24,ll,True
1202.7163949934768,0.005000000000109139,0.020645161290303804,0.08572230014033266,18.131,0.9706762350332887,0.9540971290427612,1:5,24,kv-nvda,True
1202.7163949934768,0.005000000000109139,0.020645161290303804,0.08572230014033266,18.131,0.9706762350332887,0.9540971290427612,1:5,24,kv-t-c0.7,True
1202.7163949934768,0.005000000000109139,0.020645161290303804,0.08572230014033266,18.131,0.9706762350332887,0.9540971290427612,1:5,24,kv-t-c0.85,True
1202.7163949934768,0.005000000000109139,0.020645161290303804,0.08572230014033266,18.131,0.9706762350332887,0.9540971290427612,1:5,24,kv-t-c1.0,True
1478.2640714289182,0.005000000000109139,0.021183730715392812,0.08572230014033266,19.319,0.9706762350332887,1.1726850256539856,1:5,32,rr,True
1478.2640714289182,0.005000000000109139,0.021183730715392812,0.08572230014033266,19.319,0.9706762350332887,1.1726850256539856,1:5,32,ll,True
1478.2640714289182,0.005000000000109139,0.021183730715392812,0.08572230014033266,19.319,0.9706762350332887,1.1726850256539856,1:5,32,kv-nvda,True
1478.2640714289182,0.005000000000109139,0.021183730715392812,0.08572230014033266,19.319,0.9706762350332887,1.1726850256539856,1:5,32,kv-t-c0.7,True
1478.2640714289182,0.005000000000109139,0.021183730715392812,0.08572230014033266,19.319,0.9706762350332887,1.1726850256539856,1:5,32,kv-t-c0.85,True
1478.2640714289182,0.005000000000109139,0.021183730715392812,0.08572230014033266,19.319,0.9706762350332887,1.1726850256539856,1:5,32,kv-t-c1.0,True
1795.79299549581,0.005000000000109139,0.020645161290303804,0.0936630434791823,21.6825,0.9706762350332887,1.4245760251459327,1:5,48,rr,False
1795.79299549581,0.005000000000109139,0.020645161290303804,0.0936630434791823,21.6825,0.9706762350332887,1.4245760251459327,1:5,48,ll,False
1795.79299549581,0.005000000000109139,0.020645161290303804,0.0936630434791823,21.6825,0.9706762350332887,1.4245760251459327,1:5,48,kv-nvda,False
1795.79299549581,0.005000000000109139,0.020645161290303804,0.0936630434791823,21.6825,0.9706762350332887,1.4245760251459327,1:5,48,kv-t-c0.7,False
1795.79299549581,0.005000000000109139,0.020645161290303804,0.0936630434791823,21.6825,0.9706762350332887,1.4245760251459327,1:5,48,kv-t-c0.85,False
1795.79299549581,0.005000000000109139,0.020645161290303804,0.0936630434791823,21.6825,0.9706762350332887,1.4245760251459327,1:5,48,kv-t-c1.0,False
2005.6275260218079,0.005000000000109139,0.021183730715279125,0.10555960729311664,24.0865,0.9706762350332887,1.591034654946166,1:5,64,rr,False
2005.6275260218079,0.005000000000109139,0.021183730715279125,0.10555960729311664,24.0865,0.9706762350332887,1.591034654946166,1:5,64,ll,False
2005.6275260218079,0.005000000000109139,0.021183730715279125,0.10555960729311664,24.0865,0.9706762350332887,1.591034654946166,1:5,64,kv-nvda,False
2005.6275260218079,0.005000000000109139,0.021183730715279125,0.10555960729311664,24.0865,0.9706762350332887,1.591034654946166,1:5,64,kv-t-c0.7,False
2005.6275260218079,0.005000000000109139,0.021183730715279125,0.10555960729311664,24.0865,0.9706762350332887,1.591034654946166,1:5,64,kv-t-c0.85,False
2005.6275260218079,0.005000000000109139,0.021183730715279125,0.10555960729311664,24.0865,0.9706762350332887,1.591034654946166,1:5,64,kv-t-c1.0,False
2008.4860478588428,0.0049999999999954525,0.024762272090129045,0.10735483870962526,28.8905,0.9706762350332887,1.5933022780444908,1:5,96,rr,False
2008.4860478588428,0.0049999999999954525,0.024762272090129045,0.10735483870962526,28.8905,0.9706762350332887,1.5933022780444908,1:5,96,ll,False
2008.4860478588428,0.0049999999999954525,0.024762272090129045,0.10735483870962526,28.8905,0.9706762350332887,1.5933022780444908,1:5,96,kv-nvda,False
2008.4860478588428,0.0049999999999954525,0.024762272090129045,0.10735483870962526,28.8905,0.9706762350332887,1.5933022780444908,1:5,96,kv-t-c0.7,False
2008.4860478588428,0.0049999999999954525,0.024762272090129045,0.10735483870962526,28.8905,0.9706762350332887,1.5933022780444908,1:5,96,kv-t-c0.85,False
